date;jour;b1;b2;b3;b4;b5;chance
2012-03-19;LUNDI;4;10;11;15;28;4
2012-03-21;MERCREDI;8;14;37;43;48;5
2012-03-24;SAMEDI;8;11;13;18;48;8
2012-03-26;LUNDI;13;14;29;36;49;6
2012-03-28;MERCREDI;4;15;17;20;45;9
2012-03-31;SAMEDI;1;2;16;25;26;9
2012-04-02;LUNDI;3;19;23;33;39;2
2012-04-04;MERCREDI;11;27;36;38;40;8
2012-04-07;SAMEDI;19;42;45;46;47;8
2012-04-09;LUNDI;2;14;26;31;33;10
2012-04-11;MERCREDI;15;19;27;29;49;1
2012-04-14;SAMEDI;1;3;22;40;45;1
2012-04-16;LUNDI;1;2;13;16;21;2
2012-04-18;MERCREDI;3;5;20;24;34;3
2012-04-21;SAMEDI;3;18;31;41;48;10
2012-04-23;LUNDI;9;24;33;34;45;6
2012-04-25;MERCREDI;15;20;29;30;44;7
2012-04-28;SAMEDI;2;10;22;37;48;4
2012-04-30;LUNDI;4;18;22;32;39;4
2012-05-02;MERCREDI;3;26;29;35;38;1
2012-05-05;SAMEDI;8;10;11;21;37;9
2012-05-07;LUNDI;12;13;21;26;46;10
2012-05-09;MERCREDI;18;26;32;36;41;4
2012-05-12;SAMEDI;6;19;20;22;34;5
2012-05-14;LUNDI;3;11;22;26;43;6
2012-05-16;MERCREDI;15;21;22;31;49;1
2012-05-19;SAMEDI;11;23;24;42;48;2
2012-05-21;LUNDI;7;19;23;37;45;10
2012-05-23;MERCREDI;1;3;19;35;49;9
2012-05-26;SAMEDI;27;29;40;41;47;7
2012-05-28;LUNDI;15;30;38;41;42;3
2012-05-30;MERCREDI;5;9;13;17;30;3
2012-06-02;SAMEDI;9;22;26;34;39;1
2012-06-04;LUNDI;35;38;40;42;43;4
2012-06-06;MERCREDI;12;13;21;23;24;6
2012-06-09;SAMEDI;13;14;18;20;25;6
2012-06-11;LUNDI;4;6;16;20;29;1
2012-06-13;MERCREDI;3;8;20;33;48;10
2012-06-16;SAMEDI;1;14;27;31;39;6
2012-06-18;LUNDI;5;7;16;37;38;3
2012-06-20;MERCREDI;15;33;36;41;47;5
2012-06-23;SAMEDI;6;12;27;41;47;3
2012-06-25;LUNDI;10;11;13;27;40;7
2012-06-27;MERCREDI;1;5;11;22;41;7
2012-06-30;SAMEDI;1;12;13;42;45;4
2012-07-02;LUNDI;2;6;7;15;46;5
2012-07-04;MERCREDI;13;17;37;39;40;6
2012-07-07;SAMEDI;1;5;17;30;44;1
2012-07-09;LUNDI;15;26;38;41;45;3
2012-07-11;MERCREDI;20;21;23;30;36;9
2012-07-14;SAMEDI;5;22;40;41;44;6
2012-07-16;LUNDI;3;6;19;32;37;2
2012-07-18;MERCREDI;4;25;26;28;32;5
2012-07-21;SAMEDI;1;3;22;40;44;3
2012-07-23;LUNDI;23;28;31;38;40;3
2012-07-25;MERCREDI;14;16;17;32;36;6
2012-07-28;SAMEDI;4;6;7;29;39;3
2012-07-30;LUNDI;4;6;13;35;38;3
2012-08-01;MERCREDI;11;17;30;33;45;6
2012-08-04;SAMEDI;25;26;29;34;49;6
2012-08-06;LUNDI;7;10;12;34;47;7
2012-08-08;MERCREDI;1;11;32;35;42;4
2012-08-11;SAMEDI;1;7;10;44;45;9
2012-08-13;LUNDI;4;12;16;25;49;4
2012-08-15;MERCREDI;2;13;15;19;24;5
2012-08-18;SAMEDI;2;12;25;26;42;7
2012-08-20;LUNDI;11;26;27;33;45;2
2012-08-22;MERCREDI;13;14;18;22;33;7
2012-08-25;SAMEDI;2;9;10;13;29;9
2012-08-27;LUNDI;7;8;18;32;40;5
2012-08-29;MERCREDI;8;11;20;26;29;9
2012-09-01;SAMEDI;5;13;22;25;28;10
2012-09-03;LUNDI;18;22;27;34;37;3
2012-09-05;MERCREDI;1;8;10;26;37;4
2012-09-08;SAMEDI;9;15;22;34;43;4
2012-09-10;LUNDI;3;19;25;28;43;9
2012-09-12;MERCREDI;1;12;32;38;49;8
2012-09-15;SAMEDI;15;17;21;37;43;2
2012-09-17;LUNDI;7;14;16;17;25;7
2012-09-19;MERCREDI;5;27;34;41;49;7
2012-09-22;SAMEDI;17;23;25;37;44;9
2012-09-24;LUNDI;1;18;21;40;41;6
2012-09-26;MERCREDI;12;29;38;42;46;9
2012-09-29;SAMEDI;7;10;18;21;47;1
2012-10-01;LUNDI;2;29;34;40;41;6
2012-10-03;MERCREDI;16;24;25;26;44;1
2012-10-06;SAMEDI;1;27;30;39;47;4
2012-10-08;LUNDI;13;24;27;32;39;2
2012-10-10;MERCREDI;3;16;19;35;37;3
2012-10-13;SAMEDI;1;16;35;41;49;4
2012-10-15;LUNDI;7;11;23;39;44;8
2012-10-17;MERCREDI;10;13;19;20;32;2
2012-10-20;SAMEDI;11;14;24;34;41;5
2012-10-22;LUNDI;14;24;25;28;41;5
2012-10-24;MERCREDI;5;17;24;30;40;7
2012-10-27;SAMEDI;2;10;29;41;47;1
2012-10-29;LUNDI;13;16;19;38;46;7
2012-10-31;MERCREDI;5;16;23;29;41;1
2012-11-03;SAMEDI;9;11;15;22;36;8
2012-11-05;LUNDI;9;14;27;33;37;7
2012-11-07;MERCREDI;2;16;21;34;40;7
2012-11-10;SAMEDI;3;17;19;43;46;5
2012-11-12;LUNDI;6;20;25;45;48;7
2012-11-14;MERCREDI;21;29;39;40;46;8
2012-11-17;SAMEDI;6;8;27;33;37;7
2012-11-19;LUNDI;1;3;6;16;41;1
2012-11-21;MERCREDI;4;6;10;43;46;10
2012-11-24;SAMEDI;5;18;19;21;28;2
2012-11-26;LUNDI;9;15;35;44;48;6
2012-11-28;MERCREDI;4;11;16;28;34;1
2012-12-01;SAMEDI;12;19;25;44;45;10
2012-12-03;LUNDI;6;11;16;25;39;6
2012-12-05;MERCREDI;24;27;28;36;45;8
2012-12-08;SAMEDI;22;24;28;45;47;2
2012-12-10;LUNDI;4;16;20;36;47;8
2012-12-12;MERCREDI;19;20;32;36;37;4
2012-12-15;SAMEDI;11;24;26;33;41;9
2012-12-17;LUNDI;16;27;29;32;39;5
2012-12-19;MERCREDI;5;10;19;25;49;8
2012-12-22;SAMEDI;1;2;24;34;47;1
2012-12-24;LUNDI;5;7;12;32;47;6
2012-12-26;MERCREDI;2;3;5;17;31;9
2012-12-29;SAMEDI;7;11;23;37;45;4
2012-12-31;LUNDI;4;21;36;44;47;3
2013-01-02;MERCREDI;21;22;31;33;37;4
2013-01-05;SAMEDI;6;30;45;46;47;6
2013-01-07;LUNDI;15;31;32;45;48;5
2013-01-09;MERCREDI;22;26;29;30;33;9
2013-01-12;SAMEDI;6;13;37;40;48;7
2013-01-14;LUNDI;7;10;30;35;37;6
2013-01-16;MERCREDI;6;16;24;27;46;5
2013-01-19;SAMEDI;9;22;23;42;45;8
2013-01-21;LUNDI;7;22;32;35;38;6
2013-01-23;MERCREDI;9;11;19;36;49;6
2013-01-26;SAMEDI;2;18;23;34;39;6
2013-01-28;LUNDI;20;28;29;38;40;9
2013-01-30;MERCREDI;11;31;40;41;48;5
2013-02-02;SAMEDI;6;7;33;34;45;3
2013-02-04;LUNDI;6;18;30;33;34;2
2013-02-06;MERCREDI;3;7;25;33;40;1
2013-02-09;SAMEDI;2;4;5;23;47;7
2013-02-11;LUNDI;1;25;36;42;45;7
2013-02-13;MERCREDI;14;19;39;46;48;2
2013-02-16;SAMEDI;4;19;26;27;34;6
2013-02-18;LUNDI;2;5;13;19;41;5
2013-02-20;MERCREDI;6;7;8;27;42;1
2013-02-23;SAMEDI;30;36;42;45;47;5
2013-02-25;LUNDI;14;17;18;43;46;2
2013-02-27;MERCREDI;6;21;25;34;40;7
2013-03-02;SAMEDI;5;18;22;30;38;2
2013-03-04;LUNDI;1;9;30;45;47;10
2013-03-06;MERCREDI;26;28;36;42;44;4
2013-03-09;SAMEDI;4;11;22;40;49;5
2013-03-11;LUNDI;7;8;16;44;49;6
2013-03-13;MERCREDI;12;13;34;40;41;7
2013-03-16;SAMEDI;5;16;33;38;46;5
2013-03-18;LUNDI;10;18;20;24;32;9
2013-03-20;MERCREDI;1;5;12;37;49;7
2013-03-23;SAMEDI;9;11;17;24;41;6
2013-03-25;LUNDI;10;14;25;29;41;4
2013-03-27;MERCREDI;21;24;33;47;49;3
2013-03-30;SAMEDI;9;10;26;30;34;2
2013-04-01;LUNDI;10;16;27;43;47;2
2013-04-03;MERCREDI;18;36;37;42;45;8
2013-04-06;SAMEDI;1;15;29;33;42;7
2013-04-08;LUNDI;6;8;19;37;38;2
2013-04-10;MERCREDI;3;9;18;28;45;5
2013-04-13;SAMEDI;22;23;33;41;43;4
2013-04-15;LUNDI;20;21;26;45;46;3
2013-04-17;MERCREDI;12;16;29;32;38;8
2013-04-20;SAMEDI;3;9;24;28;42;9
2013-04-22;LUNDI;11;14;16;22;37;1
2013-04-24;MERCREDI;1;5;6;13;48;9
2013-04-27;SAMEDI;9;17;19;26;39;10
2013-04-29;LUNDI;11;12;21;27;39;9
2013-05-01;MERCREDI;4;7;31;32;41;9
2013-05-04;SAMEDI;6;13;15;40;45;4
2013-05-06;LUNDI;13;15;23;24;48;7
2013-05-08;MERCREDI;5;13;15;25;43;10
2013-05-11;SAMEDI;3;16;26;45;49;9
2013-05-13;LUNDI;15;23;29;40;49;5
2013-05-15;MERCREDI;8;11;13;27;32;4
2013-05-18;SAMEDI;4;5;7;17;20;3
2013-05-20;LUNDI;9;23;25;27;47;3
2013-05-22;MERCREDI;2;3;13;17;34;9
2013-05-25;SAMEDI;7;13;36;40;42;2
2013-05-27;LUNDI;9;13;15;28;37;2
2013-05-29;MERCREDI;23;34;41;45;48;7
2013-06-01;SAMEDI;6;7;8;21;30;3
2013-06-03;LUNDI;4;14;25;34;38;9
2013-06-05;MERCREDI;4;23;25;27;41;1
2013-06-08;SAMEDI;17;19;29;32;33;2
2013-06-10;LUNDI;3;13;15;32;35;1
2013-06-12;MERCREDI;3;20;40;44;46;4
2013-06-15;SAMEDI;4;23;26;32;38;2
2013-06-17;LUNDI;1;3;17;38;39;1
2013-06-19;MERCREDI;17;19;22;32;43;1
2013-06-22;SAMEDI;16;21;26;35;37;8
2013-06-24;LUNDI;5;10;19;24;29;1
2013-06-26;MERCREDI;12;16;19;29;39;8
2013-06-29;SAMEDI;8;9;14;23;37;7
2013-07-01;LUNDI;5;21;31;37;38;6
2013-07-03;MERCREDI;2;7;25;36;39;4
2013-07-06;SAMEDI;12;13;30;35;44;2
2013-07-08;LUNDI;8;24;25;26;44;5
2013-07-10;MERCREDI;14;24;31;37;39;7
2013-07-13;SAMEDI;10;21;28;31;37;8
2013-07-15;LUNDI;7;33;34;43;44;9
2013-07-17;MERCREDI;8;16;17;31;48;4
2013-07-20;SAMEDI;9;17;28;30;48;7
2013-07-22;LUNDI;7;12;29;32;38;1
2013-07-24;MERCREDI;19;27;36;37;44;3
2013-07-27;SAMEDI;10;29;35;37;44;4
2013-07-29;LUNDI;4;34;35;36;40;5
2013-07-31;MERCREDI;8;23;28;31;41;7
2013-08-03;SAMEDI;17;22;27;33;44;9
2013-08-05;LUNDI;6;11;24;39;43;4
2013-08-07;MERCREDI;3;16;33;40;45;4
2013-08-10;SAMEDI;5;15;19;24;41;5
2013-08-12;LUNDI;4;11;21;28;38;7
2013-08-14;MERCREDI;5;17;22;30;35;2
2013-08-17;SAMEDI;26;32;33;41;43;10
2013-08-19;LUNDI;2;3;25;40;46;9
2013-08-21;MERCREDI;11;12;26;38;39;10
2013-08-24;SAMEDI;5;11;29;39;41;7
2013-08-26;LUNDI;1;9;14;25;49;10
2013-08-28;MERCREDI;2;23;30;33;40;1
2013-08-31;SAMEDI;2;3;14;26;33;7
2013-09-02;LUNDI;8;16;20;41;46;8
2013-09-04;MERCREDI;6;17;25;42;49;6
2013-09-07;SAMEDI;1;11;24;25;44;3
2013-09-09;LUNDI;3;5;22;23;35;7
2013-09-11;MERCREDI;6;7;13;23;35;2
2013-09-14;SAMEDI;18;24;28;43;49;7
2013-09-16;LUNDI;6;15;24;26;38;5
2013-09-18;MERCREDI;4;26;35;40;45;3
2013-09-21;SAMEDI;16;17;26;30;41;9
2013-09-23;LUNDI;1;2;11;21;36;1
2013-09-25;MERCREDI;2;6;12;43;44;5
2013-09-28;SAMEDI;1;9;29;34;45;5
2013-09-30;LUNDI;10;15;26;28;45;9
2013-10-02;MERCREDI;6;11;17;21;39;7
2013-10-05;SAMEDI;7;9;14;27;38;9
2013-10-07;LUNDI;6;15;16;31;46;5
2013-10-09;MERCREDI;1;12;18;20;26;2
2013-10-12;SAMEDI;4;17;22;24;32;8
2013-10-14;LUNDI;15;19;21;33;35;4
2013-10-16;MERCREDI;9;12;14;23;40;8
2013-10-19;SAMEDI;8;25;33;44;49;1
2013-10-21;LUNDI;17;25;32;35;36;7
2013-10-23;MERCREDI;5;10;11;20;22;3
2013-10-26;SAMEDI;3;35;40;42;47;7
2013-10-28;LUNDI;8;14;23;32;44;8
2013-10-30;MERCREDI;14;21;35;46;48;1
2013-11-02;SAMEDI;4;7;12;13;18;9
2013-11-04;LUNDI;8;13;15;18;24;6
2013-11-06;MERCREDI;6;16;20;30;40;3
2013-11-09;SAMEDI;9;12;30;33;39;4
2013-11-11;LUNDI;12;16;32;42;48;9
2013-11-13;MERCREDI;7;16;36;38;47;6
2013-11-16;SAMEDI;20;29;33;38;44;8
2013-11-18;LUNDI;3;28;29;36;46;10
2013-11-20;MERCREDI;14;18;28;35;46;1
2013-11-23;SAMEDI;2;4;12;33;48;9
2013-11-25;LUNDI;4;15;16;27;42;4
2013-11-27;MERCREDI;11;12;16;34;45;9
2013-11-30;SAMEDI;2;19;20;36;40;2
2013-12-02;LUNDI;19;33;34;36;40;5
2013-12-04;MERCREDI;21;25;27;29;34;3
2013-12-07;SAMEDI;2;8;14;17;34;7
2013-12-09;LUNDI;6;20;24;33;45;6
2013-12-11;MERCREDI;4;27;39;40;43;8
2013-12-14;SAMEDI;8;18;30;45;46;1
2013-12-16;LUNDI;1;31;33;36;37;6
2013-12-18;MERCREDI;8;30;36;38;46;1
2013-12-21;SAMEDI;10;18;19;24;33;4
2013-12-23;LUNDI;18;29;34;37;41;5
2013-12-25;MERCREDI;23;24;28;36;45;3
2013-12-28;SAMEDI;1;16;20;26;32;7
2013-12-30;LUNDI;11;20;22;41;44;8
2014-01-01;MERCREDI;6;26;34;37;39;7
2014-01-04;SAMEDI;1;6;16;29;45;5
2014-01-06;LUNDI;13;17;19;29;30;9
2014-01-08;MERCREDI;4;14;29;42;45;8
2014-01-11;SAMEDI;8;18;25;35;39;9
2014-01-13;LUNDI;3;20;29;33;47;4
2014-01-15;MERCREDI;7;20;30;35;37;6
2014-01-18;SAMEDI;1;2;37;43;47;8
2014-01-20;LUNDI;1;10;35;40;42;5
2014-01-22;MERCREDI;1;22;38;40;42;7
2014-01-25;SAMEDI;14;17;18;30;37;5
2014-01-27;LUNDI;1;19;33;46;48;4
2014-01-29;MERCREDI;2;6;8;25;35;8
2014-02-01;SAMEDI;2;10;21;41;48;6
2014-02-03;LUNDI;1;5;13;33;44;2
2014-02-05;MERCREDI;2;7;16;41;48;8
2014-02-08;SAMEDI;6;7;14;38;39;7
2014-02-10;LUNDI;11;17;18;41;45;2
2014-02-12;MERCREDI;7;10;15;16;48;7
2014-02-15;SAMEDI;4;12;18;33;49;9
2014-02-17;LUNDI;1;9;20;23;32;1
2014-02-19;MERCREDI;25;27;32;44;47;7
2014-02-22;SAMEDI;1;26;30;32;48;10
2014-02-24;LUNDI;5;8;18;21;38;7
2014-02-26;MERCREDI;5;19;22;33;41;1
2014-03-01;SAMEDI;4;5;15;17;20;5
2014-03-03;LUNDI;21;28;36;40;41;10
2014-03-05;MERCREDI;1;12;31;32;42;1
2014-03-08;SAMEDI;6;15;35;40;46;7
2014-03-10;LUNDI;4;6;16;30;43;9
2014-03-12;MERCREDI;1;20;25;36;42;10
2014-03-15;SAMEDI;5;15;26;30;37;4
2014-03-17;LUNDI;8;19;22;33;45;6
2014-03-19;MERCREDI;5;19;26;27;28;9
2014-03-22;SAMEDI;4;14;20;26;49;2
2014-03-24;LUNDI;18;21;37;39;41;9
2014-03-26;MERCREDI;11;21;38;40;47;6
2014-03-29;SAMEDI;12;19;28;29;45;4
2014-03-31;LUNDI;2;6;7;28;32;4
2014-04-02;MERCREDI;6;16;28;34;41;4
2014-04-05;SAMEDI;9;13;22;40;45;5
2014-04-07;LUNDI;11;13;23;31;42;4
2014-04-09;MERCREDI;12;14;28;38;39;10
2014-04-12;SAMEDI;5;10;16;34;42;10
2014-04-14;LUNDI;7;11;14;43;45;3
2014-04-16;MERCREDI;8;12;25;26;49;1
2014-04-19;SAMEDI;12;21;22;40;45;8
2014-04-21;LUNDI;9;18;20;27;38;1
2014-04-23;MERCREDI;3;10;29;30;39;10
2014-04-26;SAMEDI;2;3;14;38;43;4
2014-04-28;LUNDI;19;32;36;45;49;7
2014-04-30;MERCREDI;19;23;32;35;43;10
2014-05-03;SAMEDI;5;11;16;36;41;5
2014-05-05;LUNDI;2;16;19;28;37;10
2014-05-07;MERCREDI;1;6;11;46;47;5
2014-05-10;SAMEDI;6;15;17;21;37;4
2014-05-12;LUNDI;2;12;33;36;43;5
2014-05-14;MERCREDI;5;6;21;25;33;1
2014-05-17;SAMEDI;32;37;41;43;48;7
2014-05-19;LUNDI;8;9;40;41;49;3
2014-05-21;MERCREDI;1;9;23;35;49;1
2014-05-24;SAMEDI;17;18;24;39;40;1
2014-05-26;LUNDI;3;8;32;39;40;1
2014-05-28;MERCREDI;8;9;26;46;48;7
2014-05-31;SAMEDI;2;14;16;28;40;1
2014-06-02;LUNDI;22;26;35;41;47;5
2014-06-04;MERCREDI;3;8;22;36;43;3
2014-06-07;SAMEDI;5;21;37;38;45;2
2014-06-09;LUNDI;10;34;35;45;47;9
2014-06-11;MERCREDI;9;15;22;32;42;6
2014-06-14;SAMEDI;5;7;18;24;34;5
2014-06-16;LUNDI;3;5;16;37;42;1
2014-06-18;MERCREDI;9;13;18;30;47;3
2014-06-21;SAMEDI;3;11;29;30;32;1
2014-06-23;LUNDI;4;31;32;38;40;4
2014-06-25;MERCREDI;4;5;23;30;41;4
2014-06-28;SAMEDI;13;22;24;40;43;3
2014-06-30;LUNDI;5;24;27;46;47;2
2014-07-02;MERCREDI;8;27;36;39;47;3
2014-07-05;SAMEDI;3;7;11;25;33;6
2014-07-07;LUNDI;13;14;31;32;41;10
2014-07-09;MERCREDI;4;6;8;34;36;5
2014-07-12;SAMEDI;1;13;22;23;29;1
2014-07-14;LUNDI;21;32;37;38;41;9
2014-07-16;MERCREDI;3;28;36;42;49;7
2014-07-19;SAMEDI;8;29;43;44;45;6
2014-07-21;LUNDI;3;9;10;21;27;4
2014-07-23;MERCREDI;1;8;15;24;32;6
2014-07-26;SAMEDI;1;5;22;41;43;4
2014-07-28;LUNDI;1;14;42;43;45;9
2014-07-30;MERCREDI;7;8;9;13;25;9
2014-08-02;SAMEDI;4;8;25;32;41;10
2014-08-04;LUNDI;16;24;28;36;43;6
2014-08-06;MERCREDI;13;15;21;34;41;8
2014-08-09;SAMEDI;4;5;9;21;34;7
2014-08-11;LUNDI;11;25;32;36;46;7
2014-08-13;MERCREDI;3;13;18;28;43;5
2014-08-16;SAMEDI;9;22;23;37;40;4
2014-08-18;LUNDI;1;19;24;45;46;3
2014-08-20;MERCREDI;15;22;31;33;41;4
2014-08-23;SAMEDI;7;17;21;26;29;7
2014-08-25;LUNDI;9;26;31;43;45;1
2014-08-27;MERCREDI;4;14;22;32;44;2
2014-08-30;SAMEDI;6;25;30;36;40;8
2014-09-01;LUNDI;16;22;38;42;47;1
2014-09-03;MERCREDI;4;10;13;20;38;4
2014-09-06;SAMEDI;3;13;14;15;42;7
2014-09-08;LUNDI;1;17;40;42;43;10
2014-09-10;MERCREDI;6;16;26;31;40;7
2014-09-13;SAMEDI;7;23;27;28;33;1
2014-09-15;LUNDI;2;10;16;35;44;6
2014-09-17;MERCREDI;3;6;10;18;23;4
2014-09-20;SAMEDI;22;25;31;34;46;6
2014-09-22;LUNDI;1;13;26;31;44;6
2014-09-24;MERCREDI;10;16;25;38;49;9
2014-09-27;SAMEDI;9;26;29;35;38;5
2014-09-29;LUNDI;4;17;28;33;41;5
2014-10-01;MERCREDI;16;17;27;42;44;8
2014-10-04;SAMEDI;12;14;29;41;45;7
2014-10-06;LUNDI;9;20;22;40;46;7
2014-10-08;MERCREDI;4;13;21;23;43;10
2014-10-11;SAMEDI;10;15;19;24;28;9
2014-10-13;LUNDI;1;12;15;29;30;1
2014-10-15;MERCREDI;9;28;37;41;46;10
2014-10-18;SAMEDI;1;15;24;27;43;7
2014-10-20;LUNDI;13;21;26;30;40;5
2014-10-22;MERCREDI;10;19;33;35;47;2
2014-10-25;SAMEDI;14;24;39;47;49;4
2014-10-27;LUNDI;12;13;28;32;33;6
2014-10-29;MERCREDI;6;17;18;29;32;9
2014-11-01;SAMEDI;2;9;29;36;48;10
2014-11-03;LUNDI;18;24;34;44;45;8
2014-11-05;MERCREDI;1;24;27;37;46;1
2014-11-08;SAMEDI;7;14;27;40;46;5
2014-11-10;LUNDI;6;18;23;24;30;7
2014-11-12;MERCREDI;13;19;23;27;40;5
2014-11-15;SAMEDI;3;16;23;28;39;10
2014-11-17;LUNDI;16;23;35;47;48;10
2014-11-19;MERCREDI;13;14;18;29;41;3
2014-11-22;SAMEDI;1;9;22;26;44;10
2014-11-24;LUNDI;17;18;32;47;49;3
2014-11-26;MERCREDI;5;12;20;34;47;3
2014-11-29;SAMEDI;2;18;44;47;49;2
2014-12-01;LUNDI;40;43;44;48;49;8
2014-12-03;MERCREDI;11;26;28;31;49;7
2014-12-06;SAMEDI;10;18;20;37;43;8
2014-12-08;LUNDI;10;14;32;43;47;10
2014-12-10;MERCREDI;3;8;11;16;27;6
2014-12-13;SAMEDI;10;13;20;38;43;1
2014-12-15;LUNDI;15;23;41;42;47;4
2014-12-17;MERCREDI;6;8;13;32;46;10
2014-12-20;SAMEDI;10;19;21;22;26;9
2014-12-22;LUNDI;6;16;23;34;35;8
2014-12-24;MERCREDI;4;18;22;31;36;7
2014-12-27;SAMEDI;4;20;34;39;48;10
2014-12-29;LUNDI;26;27;30;44;49;1
2014-12-31;MERCREDI;34;37;41;43;46;10
2015-01-03;SAMEDI;12;28;31;32;48;3
2015-01-05;LUNDI;8;31;37;45;49;7
2015-01-07;MERCREDI;7;20;21;29;33;1
2015-01-10;SAMEDI;2;5;18;23;33;4
2015-01-12;LUNDI;13;15;20;27;34;1
2015-01-14;MERCREDI;2;7;18;21;23;6
2015-01-17;SAMEDI;19;30;39;40;43;4
2015-01-19;LUNDI;4;7;18;25;35;4
2015-01-21;MERCREDI;6;19;34;42;49;10
2015-01-24;SAMEDI;5;13;21;36;44;1
2015-01-26;LUNDI;17;18;27;35;40;6
2015-01-28;MERCREDI;9;12;16;33;41;1
2015-01-31;SAMEDI;4;14;25;31;46;5
2015-02-02;LUNDI;1;11;14;16;17;10
2015-02-04;MERCREDI;9;24;28;35;49;4
2015-02-07;SAMEDI;7;19;21;29;37;2
2015-02-09;LUNDI;4;27;34;40;49;2
2015-02-11;MERCREDI;13;17;24;40;45;3
2015-02-14;SAMEDI;2;26;27;38;41;7
2015-02-16;LUNDI;1;9;14;20;36;2
2015-02-18;MERCREDI;9;21;25;29;44;7
2015-02-21;SAMEDI;3;13;27;45;47;4
2015-02-23;LUNDI;3;4;22;28;40;2
2015-02-25;MERCREDI;20;29;30;44;47;1
2015-02-28;SAMEDI;5;14;30;36;46;6
2015-03-02;LUNDI;11;17;23;27;48;1
2015-03-04;MERCREDI;8;16;23;32;34;4
2015-03-07;SAMEDI;3;9;18;43;48;2
2015-03-09;LUNDI;26;28;31;34;35;5
2015-03-11;MERCREDI;1;2;35;36;49;4
2015-03-14;SAMEDI;3;8;14;30;39;10
2015-03-16;LUNDI;7;11;35;48;49;7
2015-03-18;MERCREDI;4;10;15;26;30;5
2015-03-21;SAMEDI;21;22;28;41;47;5
2015-03-23;LUNDI;1;3;20;48;49;7
2015-03-25;MERCREDI;9;10;17;20;43;7
2015-03-28;SAMEDI;19;20;27;39;40;8
2015-03-30;LUNDI;4;10;13;20;32;1
2015-04-01;MERCREDI;13;20;21;25;41;4
2015-04-04;SAMEDI;15;23;28;33;39;1
2015-04-06;LUNDI;1;16;17;31;33;3
2015-04-08;MERCREDI;2;15;30;36;38;2
2015-04-11;SAMEDI;5;17;33;41;45;9
2015-04-13;LUNDI;9;36;41;43;48;2
2015-04-15;MERCREDI;6;10;30;39;43;5
2015-04-18;SAMEDI;1;20;38;44;49;3
2015-04-20;LUNDI;2;10;15;28;37;2
2015-04-22;MERCREDI;10;21;25;43;45;5
2015-04-25;SAMEDI;10;20;27;29;30;6
2015-04-27;LUNDI;5;15;28;41;43;4
2015-04-29;MERCREDI;2;20;35;42;49;3
2015-05-02;SAMEDI;3;19;30;33;46;5
2015-05-04;LUNDI;8;14;30;48;49;1
2015-05-06;MERCREDI;7;29;32;34;35;10
2015-05-09;SAMEDI;4;8;29;40;46;3
2015-05-11;LUNDI;1;28;31;34;49;4
2015-05-13;MERCREDI;6;15;22;37;45;5
2015-05-16;SAMEDI;8;22;23;39;46;3
2015-05-18;LUNDI;2;10;38;39;41;5
2015-05-20;MERCREDI;10;12;22;37;41;10
2015-05-23;SAMEDI;12;19;26;41;45;7
2015-05-25;LUNDI;15;29;35;44;49;3
2015-05-27;MERCREDI;8;22;29;32;42;3
2015-05-30;SAMEDI;6;30;43;45;47;5
2015-06-01;LUNDI;3;4;12;38;49;2
2015-06-03;MERCREDI;12;18;25;30;47;2
2015-06-06;SAMEDI;4;24;29;30;47;3
2015-06-08;LUNDI;3;8;9;41;44;10
2015-06-10;MERCREDI;8;12;19;40;46;8
2015-06-13;SAMEDI;11;15;16;29;46;4
2015-06-15;LUNDI;16;19;22;35;37;2
2015-06-17;MERCREDI;26;30;41;44;48;1
2015-06-20;SAMEDI;3;8;13;32;37;4
2015-06-22;LUNDI;24;35;37;38;43;2
2015-06-24;MERCREDI;25;29;38;41;49;2
2015-06-27;SAMEDI;14;29;40;42;47;4
2015-06-29;LUNDI;2;12;14;16;42;7
2015-07-01;MERCREDI;5;18;19;38;49;10
2015-07-04;SAMEDI;4;29;38;40;49;3
2015-07-06;LUNDI;12;17;35;36;43;3
2015-07-08;MERCREDI;5;20;32;39;42;7
2015-07-11;SAMEDI;4;14;23;26;36;1
2015-07-13;LUNDI;22;29;31;37;39;8
2015-07-15;MERCREDI;2;14;30;43;46;8
2015-07-18;SAMEDI;18;35;37;41;45;3
2015-07-20;LUNDI;2;17;24;29;31;1
2015-07-22;MERCREDI;24;30;31;33;36;1
2015-07-25;SAMEDI;5;7;10;13;43;4
2015-07-27;LUNDI;6;14;28;37;41;5
2015-07-29;MERCREDI;2;3;22;36;42;9
2015-08-01;SAMEDI;9;23;24;31;34;9
2015-08-03;LUNDI;1;10;39;48;49;1
2015-08-05;MERCREDI;9;10;22;34;36;4
2015-08-08;SAMEDI;8;11;12;33;35;9
2015-08-10;LUNDI;12;14;28;37;44;5
2015-08-12;MERCREDI;1;8;15;24;43;2
2015-08-15;SAMEDI;6;13;25;47;49;4
2015-08-17;LUNDI;9;26;29;36;42;1
2015-08-19;MERCREDI;6;21;34;38;45;4
2015-08-22;SAMEDI;4;19;20;29;49;9
2015-08-24;LUNDI;5;6;17;30;42;1
2015-08-26;MERCREDI;15;26;37;41;44;8
2015-08-29;SAMEDI;2;23;38;40;43;8
2015-08-31;LUNDI;1;12;31;38;41;4
2015-09-02;MERCREDI;6;9;17;28;29;2
2015-09-05;SAMEDI;14;24;25;42;45;9
2015-09-07;LUNDI;5;19;21;29;32;3
