date;jour;b1;b2;b3;b4;b5;chance
2019-03-02;SAMEDI;16;25;38;42;46;9
2019-03-04;LUNDI;4;11;15;33;36;2
2019-03-06;MERCREDI;14;15;23;44;46;5
2019-03-09;SAMEDI;15;32;35;43;47;10
2019-03-11;LUNDI;5;6;16;24;25;1
2019-03-13;MERCREDI;5;8;20;29;32;3
2019-03-16;SAMEDI;1;19;22;31;33;1
2019-03-18;LUNDI;23;24;38;44;45;6
2019-03-20;MERCREDI;2;3;13;21;40;8
2019-03-23;SAMEDI;1;12;26;28;40;6
2019-03-25;LUNDI;22;23;24;46;47;2
2019-03-27;MERCREDI;10;19;25;45;49;1
2019-03-30;SAMEDI;2;3;15;41;44;3
2019-04-01;LUNDI;11;14;32;35;46;10
2019-04-03;MERCREDI;10;16;18;38;45;3
2019-04-06;SAMEDI;13;19;24;26;27;7
2019-04-08;LUNDI;9;13;15;24;26;9
2019-04-10;MERCREDI;14;16;22;23;42;5
2019-04-13;SAMEDI;1;9;17;24;46;8
2019-04-15;LUNDI;17;32;38;40;44;6
2019-04-17;MERCREDI;8;17;29;34;48;3
2019-04-20;SAMEDI;4;15;30;45;49;3
2019-04-22;LUNDI;5;7;21;29;39;7
2019-04-24;MERCREDI;3;11;13;15;35;3
2019-04-27;SAMEDI;17;25;26;27;33;2
2019-04-29;LUNDI;6;29;33;39;43;2
2019-05-01;MERCREDI;16;25;26;34;48;8
2019-05-04;SAMEDI;3;18;24;29;38;9
2019-05-06;LUNDI;5;23;24;35;38;3
2019-05-08;MERCREDI;2;4;16;20;35;5
2019-05-11;SAMEDI;19;24;34;44;45;2
2019-05-13;LUNDI;15;24;37;40;41;4
2019-05-15;MERCREDI;27;38;42;44;46;1
2019-05-18;SAMEDI;4;10;19;42;46;5
2019-05-20;LUNDI;14;29;32;41;43;1
2019-05-22;MERCREDI;1;27;37;48;49;1
2019-05-25;SAMEDI;2;13;42;43;47;10
2019-05-27;LUNDI;13;18;28;33;42;9
2019-05-29;MERCREDI;6;13;14;36;48;2
2019-06-01;SAMEDI;13;20;26;35;45;3
2019-06-03;LUNDI;9;12;33;41;42;1
2019-06-05;MERCREDI;17;26;28;38;47;7
2019-06-08;SAMEDI;9;10;14;41;45;1
2019-06-10;LUNDI;9;18;24;39;49;8
2019-06-12;MERCREDI;3;25;31;38;45;9
2019-06-15;SAMEDI;2;13;20;30;37;6
2019-06-17;LUNDI;12;13;20;31;49;2
2019-06-19;MERCREDI;4;18;36;45;46;5
2019-06-22;SAMEDI;10;13;20;25;27;2
2019-06-24;LUNDI;1;16;32;33;45;6
2019-06-26;MERCREDI;4;7;30;43;47;10
2019-06-29;SAMEDI;1;3;4;42;46;3
2019-07-01;LUNDI;3;17;23;38;41;3
2019-07-03;MERCREDI;8;31;38;39;45;8
2019-07-06;SAMEDI;2;6;12;13;27;10
2019-07-08;LUNDI;11;20;26;33;38;10
2019-07-10;MERCREDI;7;21;29;35;47;6
2019-07-13;SAMEDI;18;27;37;48;49;10
2019-07-15;LUNDI;1;3;10;13;19;4
2019-07-17;MERCREDI;4;26;27;28;47;8
2019-07-20;SAMEDI;17;18;21;29;35;6
2019-07-22;LUNDI;7;11;28;37;44;3
2019-07-24;MERCREDI;10;25;32;39;40;10
2019-07-27;SAMEDI;25;28;31;39;47;8
2019-07-29;LUNDI;3;6;21;29;47;3
2019-07-31;MERCREDI;8;18;30;32;36;5
2019-08-03;SAMEDI;4;5;7;10;23;4
2019-08-05;LUNDI;5;22;26;33;45;9
2019-08-07;MERCREDI;5;26;28;29;36;4
2019-08-10;SAMEDI;4;9;12;18;37;3
2019-08-12;LUNDI;9;20;30;31;34;10
2019-08-14;MERCREDI;17;27;34;45;48;2
2019-08-17;SAMEDI;1;8;21;28;37;2
2019-08-19;LUNDI;2;7;14;28;31;3
2019-08-21;MERCREDI;1;3;17;25;38;8
2019-08-24;SAMEDI;15;17;23;31;38;4
2019-08-26;LUNDI;4;21;27;46;47;6
2019-08-28;MERCREDI;7;14;25;42;47;5
2019-08-31;SAMEDI;19;21;25;38;47;4
2019-09-02;LUNDI;2;6;21;33;44;4
2019-09-04;MERCREDI;2;4;7;25;35;3
2019-09-07;SAMEDI;2;12;16;27;30;2
2019-09-09;LUNDI;2;5;28;42;44;8
2019-09-11;MERCREDI;6;14;19;27;35;10
2019-09-14;SAMEDI;18;19;23;26;28;9
2019-09-16;LUNDI;13;31;32;35;42;5
2019-09-18;MERCREDI;3;5;6;16;36;10
2019-09-21;SAMEDI;8;15;41;42;44;10
2019-09-23;LUNDI;20;29;34;36;42;4
2019-09-25;MERCREDI;1;7;15;22;26;3
2019-09-28;SAMEDI;12;15;18;19;40;5
2019-09-30;LUNDI;2;23;33;43;47;2
2019-10-02;MERCREDI;32;33;35;37;49;3
2019-10-05;SAMEDI;2;16;30;31;38;5
2019-10-07;LUNDI;2;4;11;19;35;5
2019-10-09;MERCREDI;14;17;36;39;44;5
2019-10-12;SAMEDI;10;12;16;27;37;9
2019-10-14;LUNDI;6;16;18;24;48;9
2019-10-16;MERCREDI;5;18;19;30;35;2
2019-10-19;SAMEDI;23;24;31;32;36;8
2019-10-21;LUNDI;3;13;40;42;48;4
2019-10-23;MERCREDI;31;33;40;44;49;1
2019-10-26;SAMEDI;11;13;20;30;44;9
2019-10-28;LUNDI;17;18;35;36;46;4
2019-10-30;MERCREDI;2;13;22;46;48;1
2019-11-02;SAMEDI;1;13;16;18;41;3
2019-11-06;MERCREDI;23;27;42;43;44;10
2019-11-09;SAMEDI;6;18;24;26;29;3
2019-11-11;LUNDI;13;14;25;27;28;5
2019-11-13;MERCREDI;10;13;19;22;35;1
2019-11-16;SAMEDI;10;12;29;30;49;9
2019-11-18;LUNDI;6;12;15;31;44;7
2019-11-20;MERCREDI;7;22;23;30;37;3
2019-11-23;SAMEDI;4;9;22;27;28;4
2019-11-25;LUNDI;33;35;38;41;44;8
2019-11-27;MERCREDI;2;15;18;29;44;4
2019-11-30;SAMEDI;7;16;17;25;48;3
2019-12-02;LUNDI;11;14;28;39;42;9
2019-12-04;MERCREDI;8;26;30;35;40;2
2019-12-07;SAMEDI;10;29;38;40;44;8
2019-12-09;LUNDI;1;15;24;25;34;8
2019-12-11;MERCREDI;1;25;33;40;48;8
2019-12-14;SAMEDI;3;4;17;38;48;9
2019-12-16;LUNDI;10;26;35;38;39;6
2019-12-18;MERCREDI;5;6;7;17;23;9
2019-12-21;SAMEDI;19;22;23;27;48;2
2019-12-23;LUNDI;7;20;32;36;37;2
2019-12-25;MERCREDI;15;24;36;40;45;9
2019-12-28;SAMEDI;8;18;24;48;49;8
2019-12-30;LUNDI;12;32;34;38;48;6
2020-01-01;MERCREDI;4;7;11;24;32;10
2020-01-04;SAMEDI;9;22;31;34;43;5
2020-01-06;LUNDI;10;19;26;30;49;3
2020-01-08;MERCREDI;16;17;29;37;44;8
2020-01-11;SAMEDI;2;13;14;23;48;3
2020-01-13;LUNDI;11;14;16;25;32;9
2020-01-15;MERCREDI;8;19;22;35;46;2
2020-01-18;SAMEDI;1;2;12;13;33;9
2020-01-20;LUNDI;13;26;30;31;38;1
2020-01-22;MERCREDI;12;25;26;28;42;10
2020-01-25;SAMEDI;7;11;17;30;36;5
2020-01-27;LUNDI;7;10;12;27;41;1
2020-01-29;MERCREDI;6;14;30;31;45;8
2020-02-01;SAMEDI;16;21;22;25;36;9
2020-02-03;LUNDI;7;20;31;33;49;4
2020-02-05;MERCREDI;6;11;21;29;30;4
2020-02-08;SAMEDI;7;12;31;45;47;10
2020-02-10;LUNDI;15;25;37;38;49;8
2020-02-12;MERCREDI;17;30;38;43;47;5
2020-02-15;SAMEDI;4;5;25;45;48;7
2020-02-17;LUNDI;7;19;39;41;44;1
2020-02-19;MERCREDI;16;21;40;41;46;2
2020-02-22;SAMEDI;4;5;24;26;39;4
2020-02-24;LUNDI;9;15;20;27;47;7
2020-02-26;MERCREDI;6;20;30;32;45;4
2020-02-29;SAMEDI;5;10;19;24;37;6
2020-03-02;LUNDI;21;26;39;40;42;5
2020-03-04;MERCREDI;10;17;30;33;49;4
2020-03-07;SAMEDI;4;5;24;35;37;2
2020-03-09;LUNDI;5;26;33;41;42;7
2020-03-11;MERCREDI;5;14;38;45;46;1
2020-03-14;SAMEDI;28;31;38;41;43;10
2020-03-16;LUNDI;4;16;23;40;44;3
2020-03-18;MERCREDI;10;28;29;46;48;9
2020-03-21;SAMEDI;7;8;16;37;42;8
2020-03-23;LUNDI;5;21;28;48;49;2
2020-03-25;MERCREDI;24;32;34;40;45;1
2020-03-28;SAMEDI;22;23;26;32;35;5
2020-03-30;LUNDI;12;17;21;23;37;7
2020-04-01;MERCREDI;3;28;41;42;48;6
2020-04-04;SAMEDI;2;35;39;40;42;9
2020-04-06;LUNDI;7;18;23;29;35;4
2020-04-08;MERCREDI;6;9;16;19;26;9
2020-04-11;SAMEDI;1;8;41;43;48;7
2020-04-13;LUNDI;1;17;19;23;42;9
2020-04-15;MERCREDI;1;3;16;31;48;6
2020-04-18;SAMEDI;1;27;33;45;47;8
2020-04-20;LUNDI;5;7;9;37;41;6
2020-04-22;MERCREDI;28;30;40;41;43;7
2020-04-25;SAMEDI;6;10;13;24;49;3
2020-04-27;LUNDI;11;14;19;29;41;9
2020-04-29;MERCREDI;5;7;25;29;47;1
2020-05-02;SAMEDI;9;12;22;30;43;4
2020-05-04;LUNDI;8;9;15;33;39;10
2020-05-06;MERCREDI;10;14;15;36;48;3
2020-05-09;SAMEDI;29;35;39;47;48;7
2020-05-11;LUNDI;3;5;17;33;34;10
2020-05-13;MERCREDI;4;17;38;43;49;8
2020-05-16;SAMEDI;19;26;27;41;46;4
2020-05-18;LUNDI;10;14;20;30;35;9
2020-05-20;MERCREDI;14;20;39;45;47;8
2020-05-23;SAMEDI;3;22;23;28;29;2
2020-05-25;LUNDI;9;26;30;36;42;4
2020-05-27;MERCREDI;6;12;29;31;44;6
2020-05-30;SAMEDI;5;14;16;42;44;9
2020-06-01;LUNDI;2;24;26;32;36;7
2020-06-03;MERCREDI;12;13;16;26;44;6
2020-06-06;SAMEDI;7;14;29;43;44;5
2020-06-08;LUNDI;2;8;22;26;46;1
2020-06-10;MERCREDI;9;11;20;36;47;2
2020-06-13;SAMEDI;5;6;25;28;32;4
2020-06-15;LUNDI;2;22;26;47;49;2
2020-06-17;MERCREDI;10;13;20;26;46;1
2020-06-20;SAMEDI;8;14;24;33;38;5
2020-06-22;LUNDI;5;9;21;36;39;5
2020-06-24;MERCREDI;8;17;31;34;36;7
2020-06-27;SAMEDI;1;2;6;27;39;4
2020-06-29;LUNDI;20;21;29;46;47;7
2020-07-01;MERCREDI;5;13;14;44;47;8
2020-07-04;SAMEDI;13;23;27;36;44;6
2020-07-06;LUNDI;2;11;30;35;42;6
2020-07-08;MERCREDI;9;26;30;37;48;8
2020-07-11;SAMEDI;6;28;32;35;40;7
2020-07-13;LUNDI;2;3;24;35;46;8
2020-07-15;MERCREDI;4;6;12;35;44;3
2020-07-18;SAMEDI;11;22;34;42;43;4
2020-07-20;LUNDI;8;22;26;28;42;2
2020-07-22;MERCREDI;4;18;20;28;38;1
2020-07-25;SAMEDI;6;10;15;18;48;4
2020-07-27;LUNDI;15;19;24;25;45;3
2020-07-29;MERCREDI;7;19;39;46;47;5
2020-08-01;SAMEDI;9;17;18;25;38;9
2020-08-03;LUNDI;23;30;42;43;48;7
2020-08-05;MERCREDI;15;17;22;32;46;8
2020-08-08;SAMEDI;4;6;35;42;49;9
2020-08-10;LUNDI;1;2;11;28;38;6
2020-08-12;MERCREDI;3;17;30;44;47;3
2020-08-15;SAMEDI;3;5;15;41;42;7
2020-08-17;LUNDI;1;6;39;40;48;6
2020-08-19;MERCREDI;4;11;13;34;35;1
2020-08-22;SAMEDI;5;7;11;32;33;5
2020-08-24;LUNDI;18;19;22;28;37;2
2020-08-26;MERCREDI;4;13;31;40;45;3
2020-08-29;SAMEDI;15;21;23;38;39;4
2020-08-31;LUNDI;4;7;11;16;17;10
2020-09-02;MERCREDI;3;14;21;23;47;3
2020-09-05;SAMEDI;15;19;22;24;46;3
2020-09-07;LUNDI;14;31;35;37;44;7
2020-09-09;MERCREDI;20;24;29;45;48;3
2020-09-12;SAMEDI;12;16;21;24;46;2
2020-09-14;LUNDI;5;13;23;32;49;2
2020-09-16;MERCREDI;17;19;23;28;49;7
2020-09-19;SAMEDI;27;32;33;42;46;7
2020-09-21;LUNDI;16;19;38;41;46;9
2020-09-23;MERCREDI;5;11;23;25;33;5
2020-09-26;SAMEDI;4;8;31;39;49;9
2020-09-28;LUNDI;6;22;33;35;44;2
2020-09-30;MERCREDI;2;24;26;32;49;5
2020-10-03;SAMEDI;9;18;31;33;36;2
2020-10-05;LUNDI;5;6;9;19;22;5
2020-10-07;MERCREDI;6;17;19;30;49;2
2020-10-10;SAMEDI;26;31;42;47;48;8
2020-10-12;LUNDI;7;11;18;21;42;3
2020-10-14;MERCREDI;19;26;32;39;42;6
2020-10-17;SAMEDI;9;20;23;24;28;4
2020-10-19;LUNDI;7;25;28;35;48;1
2020-10-21;MERCREDI;15;21;33;35;48;1
2020-10-24;SAMEDI;4;8;12;25;45;2
2020-10-26;LUNDI;7;8;12;22;33;5
2020-10-28;MERCREDI;2;19;25;30;43;9
2020-10-31;SAMEDI;9;13;22;28;35;5
2020-11-02;LUNDI;31;33;38;42;43;3
2020-11-04;MERCREDI;9;10;14;16;29;1
2020-11-07;SAMEDI;5;30;42;45;48;9
2020-11-09;LUNDI;5;18;26;38;41;10
2020-11-11;MERCREDI;10;15;16;17;37;9
2020-11-14;SAMEDI;17;24;26;40;43;9
2020-11-16;LUNDI;7;16;33;42;47;7
2020-11-18;MERCREDI;11;14;28;41;43;8
2020-11-21;SAMEDI;5;17;44;46;49;4
2020-11-23;LUNDI;1;6;12;15;20;1
2020-11-25;MERCREDI;1;10;14;26;31;4
2020-11-28;SAMEDI;2;9;25;35;47;10
2020-11-30;LUNDI;9;18;26;28;29;3
2020-12-02;MERCREDI;14;23;27;40;46;1
2020-12-05;SAMEDI;9;14;20;34;35;1
2020-12-07;LUNDI;4;27;38;45;48;4
2020-12-09;MERCREDI;17;24;39;47;48;7
2020-12-12;SAMEDI;9;14;23;31;45;6
2020-12-14;LUNDI;2;13;34;47;48;6
2020-12-16;MERCREDI;6;16;17;21;41;9
2020-12-19;SAMEDI;10;23;29;30;49;5
2020-12-21;LUNDI;10;31;36;37;44;5
2020-12-23;MERCREDI;3;5;31;38;39;9
2020-12-26;SAMEDI;2;3;31;35;40;7
2020-12-28;LUNDI;1;22;34;41;42;5
2020-12-30;MERCREDI;13;20;31;36;38;1
2021-01-02;SAMEDI;5;7;24;27;41;10
2021-01-04;LUNDI;19;30;31;39;49;8
2021-01-06;MERCREDI;11;21;32;41;47;9
2021-01-09;SAMEDI;7;11;12;27;49;1
2021-01-11;LUNDI;1;8;17;33;46;5
2021-01-13;MERCREDI;17;30;32;41;42;5
2021-01-16;SAMEDI;14;20;22;36;44;2
2021-01-18;LUNDI;5;10;25;43;48;10
2021-01-20;MERCREDI;11;21;22;32;40;9
2021-01-23;SAMEDI;1;13;19;24;48;5
2021-01-25;LUNDI;3;7;13;31;49;5
2021-01-27;MERCREDI;6;23;25;27;44;6
2021-01-30;SAMEDI;5;9;17;33;37;4
2021-02-01;LUNDI;1;17;18;21;45;9
2021-02-03;MERCREDI;17;21;26;31;37;10
2021-02-06;SAMEDI;9;15;42;44;47;10
2021-02-08;LUNDI;5;9;10;19;29;8
2021-02-10;MERCREDI;13;15;29;33;44;4
2021-02-13;SAMEDI;9;13;17;28;31;10
2021-02-15;LUNDI;6;12;13;17;22;7
2021-02-17;MERCREDI;29;31;34;35;41;8
2021-02-20;SAMEDI;19;21;36;39;49;5
2021-02-22;LUNDI;3;15;24;26;37;7
2021-02-24;MERCREDI;10;18;19;41;47;2
2021-02-27;SAMEDI;4;11;29;42;43;10
2021-03-01;LUNDI;4;8;14;21;47;9
2021-03-03;MERCREDI;8;19;38;41;49;7
2021-03-06;SAMEDI;3;11;13;22;30;8
2021-03-08;LUNDI;8;19;24;38;40;10
2021-03-10;MERCREDI;20;26;33;34;42;9
2021-03-13;SAMEDI;4;10;19;22;47;8
2021-03-15;LUNDI;15;29;33;38;41;2
2021-03-17;MERCREDI;3;18;30;45;46;3
2021-03-20;SAMEDI;4;14;18;27;42;3
2021-03-22;LUNDI;6;15;24;34;39;4
2021-03-24;MERCREDI;9;22;28;37;38;10
2021-03-27;SAMEDI;8;10;11;16;18;5
2021-03-29;LUNDI;13;18;28;38;41;1
2021-03-31;MERCREDI;2;22;24;27;35;5
2021-04-03;SAMEDI;1;2;17;38;45;2
2021-04-05;LUNDI;2;12;15;22;32;8
2021-04-07;MERCREDI;9;16;19;35;43;4
2021-04-10;SAMEDI;4;8;9;15;35;8
2021-04-12;LUNDI;7;11;14;26;43;7
2021-04-14;MERCREDI;20;23;25;27;47;6
2021-04-17;SAMEDI;17;30;34;37;38;1
2021-04-19;LUNDI;17;27;36;44;49;1
2021-04-21;MERCREDI;6;31;39;45;49;4
2021-04-24;SAMEDI;12;26;36;41;42;7
2021-04-26;LUNDI;2;8;32;34;41;6
2021-04-28;MERCREDI;4;10;12;15;49;6
2021-05-01;SAMEDI;5;25;27;34;38;7
2021-05-03;LUNDI;8;11;37;44;48;6
2021-05-05;MERCREDI;8;36;41;46;48;6
2021-05-08;SAMEDI;6;24;35;40;41;6
2021-05-10;LUNDI;12;13;17;27;44;10
2021-05-12;MERCREDI;9;11;19;22;36;1
2021-05-15;SAMEDI;7;24;29;31;47;3
2021-05-17;LUNDI;3;17;23;42;47;4
2021-05-19;MERCREDI;3;17;23;28;41;3
2021-05-22;SAMEDI;2;7;9;19;45;10
2021-05-24;LUNDI;7;11;29;44;47;9
2021-05-26;MERCREDI;1;5;20;22;42;6
2021-05-29;SAMEDI;4;9;32;36;44;3
2021-05-31;LUNDI;3;13;25;32;47;9
2021-06-02;MERCREDI;3;25;26;33;34;6
2021-06-05;SAMEDI;6;16;25;37;45;9
2021-06-07;LUNDI;6;7;11;28;34;8
2021-06-09;MERCREDI;2;16;24;33;41;8
2021-06-12;SAMEDI;2;5;9;10;29;1
2021-06-14;LUNDI;12;19;21;40;47;7
2021-06-16;MERCREDI;3;22;23;35;46;9
2021-06-19;SAMEDI;3;14;27;44;46;6
2021-06-21;LUNDI;18;21;25;44;47;10
2021-06-23;MERCREDI;1;3;6;16;40;1
2021-06-26;SAMEDI;13;24;37;38;45;6
2021-06-28;LUNDI;4;8;15;28;48;1
2021-06-30;MERCREDI;6;8;31;44;48;9
2021-07-03;SAMEDI;2;13;19;33;48;2
2021-07-05;LUNDI;3;32;36;43;45;2
2021-07-07;MERCREDI;8;18;37;44;46;2
2021-07-10;SAMEDI;3;38;42;43;46;1
2021-07-12;LUNDI;8;30;31;37;38;1
2021-07-14;MERCREDI;18;29;31;36;38;10
2021-07-17;SAMEDI;8;11;17;31;47;6
2021-07-19;LUNDI;2;3;4;15;28;5
2021-07-21;MERCREDI;6;25;27;32;37;9
2021-07-24;SAMEDI;5;22;24;31;40;9
2021-07-26;LUNDI;5;21;34;37;42;10
2021-07-28;MERCREDI;1;3;8;28;29;6
2021-07-31;SAMEDI;6;7;17;22;46;3
2021-08-02;LUNDI;7;24;42;44;46;2
2021-08-04;MERCREDI;20;21;22;36;44;10
2021-08-07;SAMEDI;6;7;24;36;47;10
2021-08-09;LUNDI;28;37;38;43;45;3
2021-08-11;MERCREDI;5;6;13;21;43;4
2021-08-14;SAMEDI;4;28;35;42;49;7
2021-08-16;LUNDI;10;13;22;27;49;4
2021-08-18;MERCREDI;4;7;12;24;25;2
2021-08-21;SAMEDI;2;8;19;29;46;2
2021-08-23;LUNDI;11;13;21;22;31;6
2021-08-25;MERCREDI;3;9;19;26;29;8
2021-08-28;SAMEDI;8;11;43;46;48;9
2021-08-30;LUNDI;3;18;32;34;44;9
2021-09-01;MERCREDI;17;24;27;32;49;7
2021-09-04;SAMEDI;30;35;41;45;49;3
2021-09-06;LUNDI;3;13;31;36;40;9
2021-09-08;MERCREDI;7;12;15;27;34;4
2021-09-11;SAMEDI;3;5;15;33;49;8
2021-09-13;LUNDI;4;21;24;30;40;4
2021-09-15;MERCREDI;4;22;27;30;48;7
2021-09-18;SAMEDI;2;9;21;38;39;2
2021-09-20;LUNDI;10;12;15;31;45;5
2021-09-22;MERCREDI;5;9;13;14;40;1
2021-09-25;SAMEDI;16;18;20;35;49;1
2021-09-27;LUNDI;12;26;31;37;40;3
2021-09-29;MERCREDI;6;13;28;33;39;10
2021-10-02;SAMEDI;6;8;20;35;46;9
2021-10-04;LUNDI;5;7;15;19;44;1
2021-10-06;MERCREDI;8;20;34;41;44;2
2021-10-09;SAMEDI;15;19;22;29;34;3
2021-10-11;LUNDI;1;7;9;26;28;3
2021-10-13;MERCREDI;19;20;21;43;49;10
2021-10-16;SAMEDI;5;15;23;37;46;10
2021-10-18;LUNDI;9;27;35;36;41;6
2021-10-20;MERCREDI;16;22;26;35;42;4
2021-10-23;SAMEDI;6;10;35;36;48;9
2021-10-25;LUNDI;3;31;37;43;48;10
2021-10-27;MERCREDI;15;16;27;41;44;9
2021-10-30;SAMEDI;11;12;30;43;46;9
2021-11-01;LUNDI;1;26;27;43;47;6
2021-11-03;MERCREDI;7;31;38;39;42;10
2021-11-06;SAMEDI;2;4;18;19;22;3
2021-11-08;LUNDI;7;11;32;44;48;3
2021-11-10;MERCREDI;9;12;31;40;41;2
2021-11-13;SAMEDI;12;13;26;31;39;6
2021-11-15;LUNDI;7;8;34;41;42;8
2021-11-17;MERCREDI;4;36;37;40;43;6
2021-11-20;SAMEDI;9;17;18;42;44;8
2021-11-22;LUNDI;8;12;16;19;41;5
2021-11-24;MERCREDI;14;24;34;39;47;8
2021-11-27;SAMEDI;12;25;27;28;46;4
2021-11-29;LUNDI;26;30;31;35;44;4
2021-12-01;MERCREDI;3;18;26;46;49;6
2021-12-04;SAMEDI;5;18;23;34;44;5
2021-12-06;LUNDI;7;15;16;29;36;6
2021-12-08;MERCREDI;1;16;26;28;30;4
2021-12-11;SAMEDI;16;26;34;42;45;9
2021-12-13;LUNDI;18;19;23;36;38;1
2021-12-15;MERCREDI;11;34;37;38;47;8
2021-12-18;SAMEDI;2;10;31;38;46;8
2021-12-20;LUNDI;12;22;23;25;47;1
2021-12-22;MERCREDI;11;20;24;41;46;1
2021-12-25;SAMEDI;6;21;25;37;48;10
2021-12-27;LUNDI;6;12;14;20;32;8
2021-12-29;MERCREDI;18;21;33;48;49;7
2022-01-01;SAMEDI;6;14;30;36;39;5
2022-01-03;LUNDI;22;33;34;36;38;5
2022-01-05;MERCREDI;6;17;30;32;45;4
2022-01-08;SAMEDI;17;22;25;42;43;10
2022-01-10;LUNDI;14;34;35;41;43;9
2022-01-12;MERCREDI;1;20;23;26;44;4
2022-01-15;SAMEDI;10;13;19;30;47;8
2022-01-17;LUNDI;4;5;15;22;27;9
2022-01-19;MERCREDI;8;27;41;43;44;6
2022-01-22;SAMEDI;3;17;26;30;39;8
2022-01-24;LUNDI;4;7;15;38;40;2
2022-01-26;MERCREDI;14;16;33;38;45;10
2022-01-29;SAMEDI;8;25;29;42;46;9
2022-01-31;LUNDI;10;25;31;32;36;8
2022-02-02;MERCREDI;11;28;37;40;49;4
2022-02-05;SAMEDI;11;24;31;38;48;9
2022-02-07;LUNDI;15;18;31;37;46;3
2022-02-09;MERCREDI;21;31;44;46;48;1
2022-02-12;SAMEDI;22;28;37;40;45;10
2022-02-14;LUNDI;13;15;20;26;29;5
2022-02-16;MERCREDI;21;22;24;32;41;2
2022-02-19;SAMEDI;24;32;39;40;49;1
2022-02-21;LUNDI;2;6;10;17;32;5
2022-02-23;MERCREDI;6;12;14;15;33;8
2022-02-26;SAMEDI;22;28;29;30;39;3
2022-02-28;LUNDI;9;21;27;36;43;2
2022-03-02;MERCREDI;3;4;22;43;46;6
2022-03-05;SAMEDI;1;14;26;36;37;3
2022-03-07;LUNDI;8;15;27;29;41;4
2022-03-09;MERCREDI;8;21;25;32;41;4
2022-03-12;SAMEDI;5;16;21;33;47;5
2022-03-14;LUNDI;5;9;11;32;49;6
2022-03-16;MERCREDI;1;12;24;39;49;3
2022-03-19;SAMEDI;33;38;41;44;49;7
2022-03-21;LUNDI;5;10;26;35;46;9
2022-03-23;MERCREDI;2;18;20;29;39;10
2022-03-26;SAMEDI;10;12;34;37;40;5
2022-03-28;LUNDI;5;16;21;26;48;10
2022-03-30;MERCREDI;10;12;16;26;34;7
2022-04-02;SAMEDI;6;11;15;24;28;10
2022-04-04;LUNDI;10;22;23;33;36;6
2022-04-06;MERCREDI;6;12;20;38;48;7
2022-04-09;SAMEDI;3;13;15;29;40;10
2022-04-11;LUNDI;3;17;18;22;32;10
2022-04-13;MERCREDI;29;35;36;44;46;8
2022-04-16;SAMEDI;4;21;27;30;41;6
2022-04-18;LUNDI;9;10;33;39;47;5
2022-04-20;MERCREDI;4;13;33;45;46;7
2022-04-23;SAMEDI;9;11;20;42;44;4
2022-04-25;LUNDI;8;23;31;36;42;7
2022-04-27;MERCREDI;1;8;13;31;43;10
2022-04-30;SAMEDI;5;6;21;27;47;9
2022-05-02;LUNDI;8;13;20;46;47;7
2022-05-04;MERCREDI;12;17;30;37;41;2
2022-05-07;SAMEDI;7;15;23;37;38;3
2022-05-09;LUNDI;6;7;9;15;33;2
2022-05-11;MERCREDI;2;7;23;45;46;10
2022-05-14;SAMEDI;4;24;29;32;44;4
2022-05-16;LUNDI;4;14;21;32;33;1
2022-05-18;MERCREDI;14;22;23;36;45;7
2022-05-21;SAMEDI;1;7;12;21;41;4
2022-05-23;LUNDI;26;30;41;47;48;6
2022-05-25;MERCREDI;24;27;30;37;45;10
2022-05-28;SAMEDI;7;20;21;26;27;7
2022-05-30;LUNDI;12;13;14;22;38;2
2022-06-01;MERCREDI;2;4;22;33;35;7
2022-06-04;SAMEDI;6;9;17;23;42;5
2022-06-06;LUNDI;5;18;20;22;23;5
2022-06-08;MERCREDI;26;27;33;38;39;5
2022-06-11;SAMEDI;4;7;10;11;28;8
2022-06-13;LUNDI;31;43;44;45;46;10
2022-06-15;MERCREDI;11;13;21;37;44;6
2022-06-18;SAMEDI;1;12;28;31;32;9
2022-06-20;LUNDI;14;23;27;47;48;3
2022-06-22;MERCREDI;10;17;23;27;40;2
2022-06-25;SAMEDI;2;31;40;47;49;9
2022-06-27;LUNDI;24;31;34;36;37;1
2022-06-29;MERCREDI;16;24;26;43;47;9
2022-07-02;SAMEDI;20;22;32;34;46;9
2022-07-04;LUNDI;4;12;18;20;26;8
2022-07-06;MERCREDI;10;16;25;43;44;4
2022-07-09;SAMEDI;8;9;24;34;37;2
2022-07-11;LUNDI;1;5;10;47;49;1
2022-07-13;MERCREDI;7;30;31;46;48;3
2022-07-16;SAMEDI;3;4;14;33;49;3
2022-07-18;LUNDI;5;18;29;37;49;8
2022-07-20;MERCREDI;17;21;29;31;47;4
2022-07-23;SAMEDI;15;25;39;41;47;9
2022-07-25;LUNDI;7;13;24;26;42;2
2022-07-27;MERCREDI;13;31;43;46;47;10
2022-07-30;SAMEDI;2;14;21;24;38;6
2022-08-01;LUNDI;1;4;23;30;38;6
2022-08-03;MERCREDI;5;10;32;40;45;5
2022-08-06;SAMEDI;6;23;28;37;38;1
2022-08-08;LUNDI;3;22;37;40;41;2
2022-08-10;MERCREDI;9;11;15;28;35;2
2022-08-13;SAMEDI;11;17;37;38;39;2
2022-08-15;LUNDI;4;22;34;42;48;3
2022-08-17;MERCREDI;5;14;16;17;29;3
2022-08-20;SAMEDI;1;17;21;38;46;2
2022-08-22;LUNDI;2;9;39;44;46;9
